"resolvedPlantNames","Family","Genus","Species","scientificName","inf_type","indeterminate","determinate","compound","inf_more","morph","radial","bilateral","cor_shape","bowl","tube","restrictive","color","white","pink","yellow","green","purple","orange","red","blue","jan","feb","mar","apr","may","jun","jul","aug","sep","oct","nov","dec","notes"
"Rumex crispus","Polygonaceae","Rumex","crispus","Rumex crispus",NA,0,0,0,NA,NA,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"Rumex pulcher","Polygonaceae","Rumex","pulcher","Rumex pulcher",NA,0,0,0,NA,NA,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"Rumex salicifolius","Polygonaceae","Rumex","salicifolius","Rumex salicifolius",NA,0,0,0,NA,NA,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"Portulaca oleracea","Portulacaceae","Portulaca","oleracea","Portulaca oleracea","determinate",0,1,0,"solitary","radial",1,0,"bowl",1,0,0,"yellow",0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,NA
"Primula clevelandii","Primulaceae","Primula","clevelandii","Primula clevelandii var. insularis","determinate",0,1,0,"cyme","radial",1,0,"restricted",0,0,1,"purple",0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,NA
"Clematis lasiantha","Ranunculaceae","Clematis","lasiantha","Clematis lasiantha","determinate",0,1,0,"cluster","radial",1,0,"bowl",1,0,0,"white",1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,NA
"Clematis ligusticifolia","Ranunculaceae","Clematis","ligusticifolia","Clematis ligusticifolia","determinate",0,1,0,"cluster","radial",1,0,"bowl",1,0,0,"white",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,NA
"Clematis pauciflora","Ranunculaceae","Clematis","pauciflora","Clematis pauciflora","determinate",0,1,0,"cluster","radial",1,0,"bowl",1,0,0,"white",1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,NA
"Ranunculus californicus","Ranunculaceae","Ranunculus","californicus","Ranunculus californicus var. cuneatus","determinate",0,1,0,"solitary","radial",1,0,"bowl",1,0,0,"yellow",0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,NA
"Ranunculus hebecarpus","Ranunculaceae","Ranunculus","hebecarpus","Ranunculus hebecarpus","determinate",0,1,0,"solitary","radial",1,0,"bowl",1,0,0,"yellow",0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,NA
"Oligomeris linifolia","Resedaceae","Oligomeris","linifolia","Oligomeris linifolia","indeterminate",1,0,0,"raceme","radial",1,0,"bowl",1,0,0,"pink",0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,NA
"Ceanothus arboreus","Rhamnaceae","Ceanothus","arboreus","Ceanothus arboreus","determinate",0,1,0,"spike","radial",1,0,"bowl",1,0,0,"blue",0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,NA
"Frangula californica","Rhamnaceae","Frangula","californica","Frangula californica subsp. californica","determinate",0,1,0,"cluster","radial",1,0,"bowl",1,0,0,"white",1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,NA
"Rhamnus pirifolia","Rhamnaceae","Rhamnus","pirifolia","Rhamnus pirifolia","determinate",0,1,0,"cluster","radial",1,0,"bowl",1,0,0,"green",0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,NA
"Aphanes occidentalis","Rosaceae","Aphanes","occidentalis","Aphanes occidentalis","determinate",0,1,0,"solitary","radial",1,0,"bowl",1,0,0,"green",0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,NA
"Cercocarpus betuloides","Rosaceae","Cercocarpus","betuloides","Cercocarpus betuloides var. blancheae","determinate",0,1,0,"cluster","radial",1,0,"bowl",1,0,0,"green",0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,NA
"Heteromeles arbutifolia","Rosaceae","Heteromeles","arbutifolia","Heteromeles arbutifolia","determinate",0,1,0,"cluster","radial",1,0,"bowl",1,0,0,"white",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,NA
"Holodiscus discolor","Rosaceae","Holodiscus","discolor","Holodiscus discolor var. discolor","determinate",0,1,0,"cluster","radial",1,0,"bowl",1,0,0,"white",1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,NA
"Lyonothamnus floribundus","Rosaceae","Lyonothamnus","floribundus","Lyonothamnus floribundus subsp. aspleniifolius","determinate",0,1,0,"cluster","radial",1,0,"bowl",1,0,0,"white",1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,NA
"Potentilla anserina","Rosaceae","Potentilla","anserina","Potentilla anserina subsp. pacifica","determinate",0,1,0,"solitary","radial",1,0,"bowl",1,0,0,"yellow",0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,NA
"Prunus ilicifolia","Rosaceae","Prunus","ilicifolia","Prunus ilicifolia subsp. lyonii","determinate",0,1,0,"cluster","radial",1,0,"bowl",1,0,0,"white",1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,NA
"Rosa californica","Rosaceae","Rosa","californica","Rosa californica","determinate",0,1,0,"solitary","radial",1,0,"bowl",1,0,0,"pink",0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,NA
"Rubus ursinus","Rosaceae","Rubus","ursinus","Rubus ursinus","determinate",0,1,0,"solitary","radial",1,0,"bowl",1,0,0,"white",1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,NA
"Galium angustifolium","Rubiaceae","Galium","angustifolium","Galium angustifolium subsp. foliosum","determinate",0,1,0,"spike","radial",1,0,"bowl",1,0,0,"green",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA
"Galium aparine","Rubiaceae","Galium","aparine","Galium aparine","determinate",0,1,0,"cluster","radial",1,0,"bowl",1,0,0,"white",1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,NA
"Galium buxifolium","Rubiaceae","Galium","buxifolium","Galium buxifolium","determinate",0,1,0,"cluster","radial",1,0,"bowl",1,0,0,"white",1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,NA
"Galium californicum","Rubiaceae","Galium","californicum","Galium californicum subsp. flaccidum","determinate",0,1,0,"cluster","radial",1,0,"bowl",1,0,0,"green",0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,NA
"Galium nuttallii","Rubiaceae","Galium","nuttallii","Galium nuttallii subsp. insulare","determinate",0,1,0,"solitary","radial",1,0,"bowl",1,0,0,"white",1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,NA
"Galium porrigens","Rubiaceae","Galium","porrigens","Galium porrigens var. porrigens","determinate",0,1,0,"solitary","radial",1,0,"bowl",1,0,0,"white",1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,NA
"Populus fremontii","Salicaceae","Populus","fremontii","Populus fremontii subsp. fremontii","determinate",0,1,0,"racemose","radial",1,0,"bowl",1,0,0,"yellow",0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NA
"Populus trichocarpa","Salicaceae","Populus","trichocarpa","Populus trichocarpa","determinate",0,1,0,"racemose","radial",1,0,"bowl",1,0,0,"yellow",0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,NA
"Salix exigua","Salicaceae","Salix","exigua","Salix exigua","indeterminate",1,0,0,"racemose","radial",1,0,"bowl",1,0,0,"yellow",0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,NA
"Salix laevigata","Salicaceae","Salix","laevigata","Salix laevigata","indeterminate",1,0,0,"racemose","radial",1,0,"bowl",1,0,0,"yellow",0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,NA
"Salix lasiandra","Salicaceae","Salix","lasiandra","Salix lasiandra var. lasiandra","indeterminate",1,0,0,"racemose","radial",1,0,"bowl",1,0,0,"yellow",0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,NA
"Salix lasiolepis","Salicaceae","Salix","lasiolepis","Salix lasiolepis","indeterminate",1,0,0,"racemose","radial",1,0,"bowl",1,0,0,"yellow",0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,NA
"Acer macrophyllum","Sapindaceae","Acer","macrophyllum","Acer macrophyllum","indeterminate",1,0,0,"racemose","radial",1,0,"bowl",1,0,0,"yellow",0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,NA
"Heuchera maxima","Saxifragaceae","Heuchera","maxima","Heuchera maxima","determinate",0,1,0,"raceme","radial",1,0,"bowl",1,0,0,"white",1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,NA
"Jepsonia malvifolia","Saxifragaceae","Jepsonia","malvifolia","Jepsonia malvifolia","determinate",0,1,0,"umbel","radial",1,0,"bowl",1,0,0,"white",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,NA
"Lithophragma cymbalaria","Saxifragaceae","Lithophragma","cymbalaria","Lithophragma cymbalaria","determinate",0,1,0,"cluster","radial",1,0,"bowl",1,0,0,"white",1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,NA
"Micranthes californica","Saxifragaceae","Micranthes","californica","Micranthes californica","determinate",0,1,0,"cluster","radial",1,0,"bowl",1,0,0,"white",1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,NA
"Myoporum laetum","Scrophulariaceae","Myoporum","laetum","Myoporum laetum","determinate",0,1,0,"cluster","radial",1,0,"bowl",1,0,0,"white",1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,NA
"Verbascum thapsus","Scrophulariaceae","Verbascum","thapsus","Verbascum thapsus","indeterminate",1,0,0,"raceme","radial",1,0,"bowl",1,0,0,"yellow",0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,NA
"Datura wrightii","Solanaceae","Datura","wrightii","Datura wrightii","determinate",0,1,0,"solitary","radial",1,0,"bowl",1,0,0,"white",1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,NA
"Lycium californicum","Solanaceae","Lycium","californicum","Lycium californicum","determinate",0,1,0,"solitary","radial",1,0,"bowl",1,0,0,"white",1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,NA
"Lycopersicon esculentum","Solanaceae","Lycopersicum","esculentum","Lycopersicum esculentum","determinate",0,1,0,"cluster","radial",1,0,"tube",0,1,0,"yellow",0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,"based on Solanum douglasii"
"Nicotiana clevelandii","Solanaceae","Nicotiana","clevelandii","Nicotiana clevelandii","determinate",0,1,0,"cluster","radial",1,0,"tube",0,1,0,"white",1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,NA
"Nicotiana glauca","Solanaceae","Nicotiana","glauca","Nicotiana glauca","determinate",0,1,0,"cluster","radial",1,0,"tube",0,1,0,"yellow",0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,NA
"Solanum douglasii","Solanaceae","Solanum","douglasii","Solanum douglasii","determinate",0,1,0,"cluster","radial",1,0,"tube",0,1,0,"white",1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,NA
"Solanum elaeagnifolium","Solanaceae","Solanum","elaeagnifolium","Solanum elaeagnifolium","determinate",0,1,0,"cluster","radial",1,0,"tube",0,1,0,"purple",0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,NA
"Solanum wallacei","Solanaceae","Solanum","wallacei","Solanum wallacei","determinate",0,1,0,"cluster","radial",1,0,"tube",0,1,0,"purple",0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,NA
"Tamarix ramosissima","Tamaricaceae","Tamarix","ramosissima","Tamarix ramosissima","indeterminate",1,0,0,"spike","radial",1,0,"bowl",1,0,0,"pink",0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,NA
"Samolus parviflorus","Theophrastaceae","Samolus","parviflorus","Samolus parviflorus","indeterminate",1,0,0,"raceme","radial",1,0,"bowl",1,0,0,"white",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"Ulmus hollandica","Ulmaceae","Ulmus","xhollandica","Ulmus xhollandica",NA,0,0,0,NA,NA,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"Hesperocnide tenella","Urticaceae","Hesperocnide","tenella","Hesperocnide tenella","determinate",0,1,0,"fascicle","radial",1,0,"bowl",1,0,0,"white",1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,NA
"Parietaria hespera","Urticaceae","Parietaria","hespera","Parietaria hespera var. californica","determinate",0,1,0,"fascicle","radial",1,0,"bowl",1,0,0,"white",1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,NA
"Urtica urens","Urticaceae","Urtica","urens","Urtica urens","indeterminate",1,0,0,"spike","radial",1,0,"bowl",1,0,0,"green",0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,NA
"Centranthus ruber","Valerianaceae","Centranthus","ruber","Centranthus ruber","indeterminate",1,0,0,"umbel","radial",1,0,"tube",0,1,0,"pink",0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,NA
"Plectritis ciliosa","Valerianaceae","Plectritis","ciliosa","Plectritis ciliosa","compound",0,0,1,"umbel","bilateral",0,1,"tube",0,1,0,"pink",0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,NA
"Phyla nodiflora","Verbenaceae","Phyla","nodiflora","Phyla nodiflora","compound",0,0,1,"umbel","radial",1,0,"tube",0,1,0,"pink",0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,NA
"Verbena lasiostachys","Verbenaceae","Verbena","lasiostachys","Verbena lasiostachys var. scabrida","compound",0,0,1,"head","bilateral",0,1,"tube",0,1,0,"pink",0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,NA
"Viola pedunculata","Violaceae","Viola","pedunculata","Viola pedunculata","determinate",0,1,0,"solitary","bilateral",0,1,"bowl",1,0,0,"yellow",0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,NA
"Agave americana","Agavaceae","Agave","americana","Agave americana","indeterminate",1,0,0,"spike","radial",1,0,"tube",0,1,0,"yellow",0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,NA
"Allium lacunosum","Alliaceae","Allium","lacunosum","Allium lacunosum var. lacunosum","determinate",0,1,0,"cyme","radial",1,0,"bowl",1,0,0,"white",1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,NA
"Allium praecox","Alliaceae","Allium","praecox","Allium praecox","determinate",0,1,0,"cyme","radial",1,0,"bowl",1,0,0,"white",1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,NA
"Narcissus tazetta","Amaryllidaceae","Narcissus","tazetta","Narcissus tazetta","determinate",0,1,0,"cluster","radial",1,0,"tube",0,1,0,"white",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"Washingtonia filifera","Arecaceae","Washingtonia","filifera","Washingtonia filifera","indeterminate",1,0,0,"spike","radial",1,0,"bowl",1,0,0,"yellow",0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,NA
"Bolboschoenus maritimus","Cyperaceae","Bolboschoenus","maritimus","Bolboschoenus maritimus subsp. paludosus",NA,0,0,0,NA,NA,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"Carex barbarae","Cyperaceae","Carex","barbarae","Carex barbarae",NA,0,0,0,NA,NA,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"Carex globosa","Cyperaceae","Carex","globosa","Carex globosa",NA,0,0,0,NA,NA,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"Carex harfordii","Cyperaceae","Carex","harfordii","Carex harfordii",NA,0,0,0,NA,NA,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"Carex senta","Cyperaceae","Carex","senta","Carex senta",NA,0,0,0,NA,NA,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"Carex subbracteata","Cyperaceae","Carex","subbracteata","Carex subbracteata",NA,0,0,0,NA,NA,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"Carex triquetra","Cyperaceae","Carex","triquetra","Carex triquetra",NA,0,0,0,NA,NA,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"Carex tumulicola","Cyperaceae","Carex","tumulicola","Carex tumulicola",NA,0,0,0,NA,NA,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"Cyperus involucratus","Cyperaceae","Cyperus","involucratus","Cyperus involucratus",NA,0,0,0,NA,NA,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"Cyperus odoratus","Cyperaceae","Cyperus","odoratus","Cyperus odoratus",NA,0,0,0,NA,NA,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"Schoenoplectus californicus","Cyperaceae","Schoenoplectus","californicus","Schoenoplectus californicus",NA,0,0,0,NA,NA,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"Schoenoplectus pungens","Cyperaceae","Schoenoplectus","pungens","Schoenoplectus pungens var. longispicatus",NA,0,0,0,NA,NA,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"Sisyrinchium bellum","Iridaceae","Sisyrinchium","bellum","Sisyrinchium bellum","determinate",0,1,0,"solitary","radial",1,0,"bowl",1,0,0,"blue",0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,NA
"Juncus bufonius","Juncaceae","Juncus","bufonius","Juncus bufonius var. bufonius",NA,0,0,0,NA,NA,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"Juncus mexicanus","Juncaceae","Juncus","mexicanus","Juncus mexicanus",NA,0,0,0,NA,NA,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"Juncus patens","Juncaceae","Juncus","patens","Juncus patens",NA,0,0,0,NA,NA,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"Juncus xiphioides","Juncaceae","Juncus","xiphioides","Juncus xiphioides",NA,0,0,0,NA,NA,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"Luzula subsessilis","Juncaceae","Luzula","subsessilis","Luzula subsessilis",NA,0,0,0,NA,NA,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"Calochortus albus","Liliaceae","Calochortus","albus","Calochortus albus","determinate",0,1,0,"solitary","radial",1,0,"bowl",1,0,0,"white",1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,NA
"Calochortus catalinae","Liliaceae","Calochortus","catalinae","Calochortus catalinae","determinate",0,1,0,"solitary","radial",1,0,"bowl",1,0,0,"white",1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,NA
"Calochortus luteus","Liliaceae","Calochortus","luteus","Calochortus luteus","determinate",0,1,0,"solitary","radial",1,0,"bowl",1,0,0,"yellow",0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,NA
"Lilium humboldtii","Liliaceae","Lilium","humboldtii","Lilium humboldtii ssp. ocellatum","indeterminate",1,0,0,"raceme","radial",1,0,"bowl",1,0,0,"orange",0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,NA
"Toxicoscordion fremontii","Melanthiaceae","Toxicoscordion","fremontii","Toxicoscordion fremontii","indeterminate",1,0,0,"raceme","radial",1,0,"bowl",1,0,0,"white",1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,NA
"Epipactis gigantea","Orchidaceae","Epipactis","gigantea","Epipactis gigantea","indeterminate",1,0,0,"spike","bilateral",0,1,"tube",0,1,0,"green",0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,NA
"Piperia elongata","Orchidaceae","Piperia","elongata","Piperia elongata","indeterminate",1,0,0,"spike","bilateral",0,1,"tube",0,1,0,"green",0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,NA
"Piperia michaelii","Orchidaceae","Piperia","michaelii","Piperia michaelii","indeterminate",1,0,0,"spike","bilateral",0,1,"tube",0,1,0,"green",0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,NA
"Stuckenia pectinata","Potamogetonaceae","Stuckenia","pectinata","Stuckenia pectinata",NA,0,0,0,NA,NA,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"Ruppia maritima","Ruppiaceae","Ruppia","maritima","Ruppia maritima",NA,0,0,0,NA,NA,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"Bloomeria crocea","Themidaceae","Bloomeria","crocea","Bloomeria crocea","determinate",0,1,0,"umbel","radial",1,0,"bowl",1,0,0,"yellow",0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,NA
"Brodiaea jolonensis","Themidaceae","Brodiaea","jolonensis","Brodiaea jolonensis","determinate",0,1,0,"umbel","radial",1,0,"bowl",1,0,0,"purple",0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,NA
"Dipterostemon capitatus","Themidaceae","Dipterostemon","capitatus","Dipterostemon capitatus subsp. capitatus","determinate",0,1,0,"umbel","radial",1,0,"bowl",1,0,0,"purple",0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,NA
"Triteleia hyacinthina","Themidaceae","Triteleia","hyacinthina","Triteleia hyacinthina","determinate",0,1,0,"umbel","radial",1,0,"bowl",1,0,0,"white",1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,NA
"Typha domingensis","Typhaceae","Typha","domingensis","Typha domingensis",NA,0,0,0,NA,NA,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"Typha latifolia","Typhaceae","Typha","latifolia","Typha latifolia",NA,0,0,0,NA,NA,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"Zannichellia palustris","Zannichelliaceae","Zannichellia","palustris","Zannichellia palustris",NA,0,0,0,NA,NA,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"Phyllospadix scouleri","Zosteraceae","Phyllospadix","scouleri","Phyllospadix scouleri",NA,0,0,0,NA,NA,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"Phyllospadix torreyi","Zosteraceae","Phyllospadix","torreyi","Phyllospadix torreyi",NA,0,0,0,NA,NA,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"Zostera pacifica","Zosteraceae","Zostera","pacifica","Zostera pacifica",NA,0,0,0,NA,NA,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"Adenostoma fasciculatum","Rosaceae","Adenostoma","fasciculatum","Adenostoma fasciculatum var. fasciculatum","determinate",0,1,0,"raceme","radial",1,0,"bowl",1,0,0,"white",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,NA
"Amsinckia intermedia","Boraginaceae","Amsinckia","intermedia","Amsinckia intermedia","determinate",0,1,0,"cincinnus","radial",1,0,"tube",0,1,0,"yellow",0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,NA
"Arctostaphylos crustacea","Ericaceae","Arctostaphylos","crustacea","Arctostaphylos crustacea subsp. insulicola","determinate",0,1,0,"botryoid","radial",1,0,"tube",0,1,0,"pink",0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,NA
"Ceanothus megacarpus","Rhamnaceae","Ceanothus","megacarpus","Ceanothus megacarpus var. insularis","determinate",0,1,0,"spike","radial",1,0,"bowl",1,0,0,"white",1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,NA
"Claytonia perfoliata","Montiaceae","Claytonia","perfoliata","Claytonia perfoliata subsp. mexicana","determinate",0,1,0,"cluster","radial",1,0,"bowl",1,0,0,"white",1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,NA
"Delphinium parryi","Ranunculaceae","Delphinium","parryi","Delphinium parryi subsp. maritimum","indeterminate",1,0,0,"raceme","bilateral",0,1,"tube",0,1,0,"purple",0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,NA
"Eriogonum grande","Polygonaceae","Eriogonum","grande","Eriogonum grande var. rubescens","compound",0,0,1,"umbel","radial",1,0,"bowl",1,0,0,"pink",0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,NA
"Grindelia camporum","Asteraceae","Grindelia","camporum","Grindelia camporum","compound",0,0,1,"head","radial",1,0,"bowl",1,0,0,"yellow",0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,NA
"Isocoma menziesii","Asteraceae","Isocoma","menziesii","Isocoma menziesii var. sedoides","compound",0,0,1,"head","radial",1,0,"bowl",1,0,0,"yellow",0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,NA
"Lonicera subspicata","Caprifoliaceae","Lonicera","subspicata","Lonicera subspicata var. denudata","determinate",0,1,0,"botryoid","bilateral",0,1,"tube",0,1,0,"white",1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,NA
"Lupinus albifrons","Fabaceae","Lupinus","albifrons","Lupinus albifrons var. albifrons","indeterminate",1,0,0,"raceme","bilateral",0,1,"restricted",0,0,1,"purple",0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,NA
